domain,registered_domain,subdomain_count,url_count,sitemap_count,candidate_language_paths,hreflang_targets
edgardcooper.com,edgardcooper.com,3,1957,8,/de/;/en/;/es/;/fr/;/it/;/nl/,de;en;en-US;es;fr;it;nl;x-default
